flavor,weight_g,chip_count
Hot and Sweet Chilli,28.660956336116914,11
Masala,10.585330207120844,6
Hot and Sweet Chilli,21.5482861259772,12
Sour Cream and Onion,27.365352283347924,16
Masala,11.013163170676716,7
Hot and Sweet Chilli,26.252047695304423,16
Hot and Sweet Chilli,26.801118854469728,13
Classic,13.137432858921397,6
Barbecue,51.65852113608526,24
Hot and Sweet Chilli,25.41990074889766,13
Hot and Sweet Chilli,29.575810150838173,14
Sour Cream and Onion,27.257259103641033,17
Hot and Sweet Chilli,21.88540605749251,17
Masala,14.885034772194718,6
Hot and Sweet Chilli,24.98040393056869,13
Masala,12.167913963163072,7
Masala,14.450285127326262,6
Hot and Sweet Chilli,29.14548663848559,15
Hot and Sweet Chilli,28.613196258150907,14
Barbecue,48.6880663801322,33
Hot and Sweet Chilli,24.383849800307615,14
Classic,12.947269947423486,6
Classic,12.734379829380224,6
Masala,11.210110399904385,8
Classic,11.020123328692893,7
Masala,10.996351682334003,8
Tangy Tomato,41.00037153642224,27
Masala,10.068727770056727,8
Hot and Sweet Chilli,23.559710324883945,17
Masala,11.354031640184862,8
Tangy Tomato,58.22336570360158,34
Classic,12.294702582984101,8
Classic,11.076721906912763,6
Masala,13.3643583429904,7
Sour Cream and Onion,23.72200391825219,12
Masala,14.42482154090294,8
Barbecue,56.45967610083535,34
Masala,11.416523812124654,9
Masala,11.00141008933813,6
Masala,12.568055232721623,8
Hot and Sweet Chilli,27.379173933540255,17
Classic,11.457478704618614,6
Masala,11.85556469215064,6
Sour Cream and Onion,22.0621740508414,14
Hot and Sweet Chilli,25.383319432557133,10
Classic,14.325966736989056,6
Hot and Sweet Chilli,28.95346089153169,10
Hot and Sweet Chilli,20.350079148068055,13
Classic,12.271727115338276,6
Masala,14.368614600911126,7
Masala,13.527304151417432,6
Barbecue,49.98863539733671,25
Barbecue,52.986446491537635,30
Hot and Sweet Chilli,27.839873586893553,12
Masala,14.123716186735038,6
Classic,13.925488570478539,7
Hot and Sweet Chilli,20.21913328775009,15
Masala,12.951163295754464,7
Masala,10.280880386737195,6
Sour Cream and Onion,20.283112744026678,16
Classic,10.526966090539027,8
Masala,13.56480003929403,7
Masala,13.27586857262169,6
Masala,14.620134352128664,6
Classic,10.802313071356132,6
Masala,13.932611911954236,9
Masala,13.321096924944841,8
Sour Cream and Onion,27.205655486444062,15
Masala,12.231006104887719,8
Classic,11.44593723147975,9
Masala,14.622805276884025,8
Masala,12.575028298548617,8
Masala,11.274411244574411,6
Sour Cream and Onion,23.53789158736436,14
Barbecue,57.4527160509367,36
Sour Cream and Onion,23.077958316807457,15
Hot and Sweet Chilli,23.26742542030041,12
Classic,11.867600884498437,7
Masala,14.705604062668368,7
Masala,11.593044813818036,6
Barbecue,47.854614865428324,26
Masala,14.144356381264792,8
Masala,10.969315339684464,7
Masala,13.972428168242454,7
Masala,14.189541874259017,7
Masala,12.309217406375552,7
Classic,12.196053006248587,6
Hot and Sweet Chilli,22.959428888586565,14
Barbecue,48.221872177608795,38
Sour Cream and Onion,23.84803617221103,16
Hot and Sweet Chilli,21.652844901429575,16
Masala,13.59369808926765,7
Hot and Sweet Chilli,27.89432194195191,17
Classic,10.806814005276918,6
Masala,11.726149768349863,7
Classic,10.828740884826104,6
Hot and Sweet Chilli,28.816624823327125,13
Classic,11.771356636086079,9
Hot and Sweet Chilli,25.821438075777984,13
Masala,12.596122853901026,8
Barbecue,46.220049894653606,31
Sour Cream and Onion,20.577321592251174,16
Masala,11.338003994308538,6
Barbecue,44.391078464596035,35
Hot and Sweet Chilli,25.719122038506008,13
Barbecue,51.13756886344191,40
Sour Cream and Onion,27.53865073836925,12
Hot and Sweet Chilli,25.40905003838081,13
Masala,12.059323702087479,6
Masala,10.858469538527247,7
Classic,11.637760825900662,6
Classic,14.352634831346922,6
Masala,10.110707377363147,7
Masala,10.576973210894586,6
Sour Cream and Onion,24.95703750231891,15
Tangy Tomato,46.74413151131504,32
Classic,13.460368235121845,8
Masala,10.571428849989898,8
Masala,14.478373888093893,7
Masala,13.864933606527934,8
Barbecue,48.38543322332044,25
Masala,13.056683011083233,7
Classic,10.345229531572999,6
Masala,12.040595284129616,6
Classic,13.142132283072936,8
Classic,13.57320637454362,8
Sour Cream and Onion,20.099787766584495,14
Masala,13.486377095269285,10
Masala,14.180588516036245,6
Masala,14.37085341078513,6
Barbecue,49.7018931995908,26
Barbecue,45.71017560237023,30
Classic,12.256470565146275,8
Classic,14.102993788382932,6
Classic,14.412799383861737,7
Masala,10.066838416296978,7
Barbecue,47.756521798338625,32
Hot and Sweet Chilli,20.155083306265922,12
Hot and Sweet Chilli,20.669736120252715,17
Classic,12.396300449572689,8
Masala,12.708804821337816,9
Masala,14.239639418816743,8
Sour Cream and Onion,26.483180074520956,15
Masala,12.252392857352977,6
Classic,14.019072725967234,8
Masala,11.157742179825243,6
Hot and Sweet Chilli,25.59059284946602,16
Masala,12.231934451315974,7
Hot and Sweet Chilli,23.50520534286162,14
Sour Cream and Onion,27.066342634675962,15
Masala,12.321192598696125,8
Classic,10.226596394804472,7
Hot and Sweet Chilli,27.08765655229154,14
Classic,11.896132685902245,6
Barbecue,53.23368576799713,24
Sour Cream and Onion,23.73241156379234,15
Masala,10.476858011365293,8
Masala,12.742095814967813,6
Masala,12.905075466875548,6
Classic,12.91856793865682,6
Masala,12.60536595254194,7
Hot and Sweet Chilli,28.03002071957837,12
Classic,13.792509404581953,8
Hot and Sweet Chilli,26.711574733796887,14
Sour Cream and Onion,27.42253187199087,15
Masala,10.974875999501446,8
Masala,11.953775761648185,6
Sour Cream and Onion,29.08228488700323,13
Hot and Sweet Chilli,24.331631113151666,12
Classic,14.44563961970005,6
Hot and Sweet Chilli,25.416464182167598,16
Masala,10.782383580018003,7
Sour Cream and Onion,24.14971215400078,14
Sour Cream and Onion,22.709426983163652,14
Classic,10.926863895412557,6
Masala,11.07456318518198,7
Classic,14.34319819911713,7
Hot and Sweet Chilli,25.070596467387183,12
Masala,12.923340450829123,6
Barbecue,47.65597528872776,34
Masala,12.253881419431819,7
Tangy Tomato,55.92482901082737,38
Hot and Sweet Chilli,26.92358922461058,12
