flavor,weight_g,chip_count,crinkle_factor
Classic,14.746043134352561,7,4
Classic,13.572120820356211,6,8
Hot and Sweet Chilli,25.600916974433954,11,5
Barbecue,50.27708928413536,32,1
Hot and Sweet Chilli,21.720892292952595,12,4
Sour Cream and Onion,29.32924862569672,12,3
Hot and Sweet Chilli,26.97209381909637,14,9
Hot and Sweet Chilli,28.035181084349343,13,8
Hot and Sweet Chilli,27.289810616558164,18,1
Hot and Sweet Chilli,23.446040844475597,12,6
Sour Cream and Onion,28.07070903866703,16,9
Classic,10.710852233519478,7,7
Masala,11.678052271349213,9,4
Barbecue,43.14652560003657,24,1
Hot and Sweet Chilli,27.011698615902596,15,2
Classic,13.355276419299571,6,5
Barbecue,58.94181334217038,25,5
Classic,11.559920101632093,7,8
Masala,10.815176684657954,8,6
Barbecue,47.744745423561916,29,8
Classic,11.921775192620675,7,2
Hot and Sweet Chilli,27.82171263091246,13,3
Masala,10.057089917270368,7,6
Sour Cream and Onion,26.15911915676721,12,10
Classic,12.188306640741018,8,3
Classic,12.79490317049887,6,6
Barbecue,56.3425628403117,33,6
Sour Cream and Onion,25.34290551893676,14,2
Masala,12.147979717880323,6,7
Hot and Sweet Chilli,27.1845394732255,16,2
Masala,10.592461793842002,8,6
Sour Cream and Onion,28.000034817636816,13,1
Masala,14.762335583439235,9,3
Classic,10.658575142895469,7,2
Sour Cream and Onion,28.087899845635384,14,7
Barbecue,52.50058372170412,26,4
Hot and Sweet Chilli,28.714140341908543,14,8
Sour Cream and Onion,25.01515461479734,17,6
Masala,13.124370498034995,8,10
Sour Cream and Onion,28.506802606048463,14,4
Masala,13.13996691302049,9,5
Hot and Sweet Chilli,26.740199190587926,15,9
Sour Cream and Onion,21.869144406084615,15,7
Masala,11.438163645218392,7,10
Masala,10.957138402497712,10,9
Sour Cream and Onion,26.2129244904961,12,7
Sour Cream and Onion,24.305402095071898,15,1
Classic,12.022636927869348,6,8
Classic,11.23565777330696,6,4
Classic,11.42879162296353,9,3
Masala,11.667312967980052,7,7
Hot and Sweet Chilli,23.32456157148712,12,3
Masala,11.027007042390146,8,8
Barbecue,58.88897165388607,37,6
Classic,13.9243091147944,8,5
Hot and Sweet Chilli,26.3228215363764,16,4
Hot and Sweet Chilli,27.809958936149915,16,8
Barbecue,52.02205391248657,27,8
Masala,11.389263880448562,6,1
Classic,14.70636224120926,6,9
Classic,14.901843704710926,6,5
Classic,12.250582632374055,6,4
Masala,10.896823410061053,6,6
Barbecue,50.955693887666385,35,6
Barbecue,48.072020047231824,27,2
Classic,10.94907651486078,10,8
Classic,12.113643184469662,8,7
Barbecue,50.394085257889685,30,1
Sour Cream and Onion,22.642762631586393,13,5
Masala,12.58394969564079,7,6
Classic,11.342668780338037,9,4
Classic,12.748031342653784,7,2
Hot and Sweet Chilli,29.68537331699892,14,4
Sour Cream and Onion,25.95359661258604,14,1
Barbecue,41.51167227708134,30,7
Barbecue,41.366682096912086,32,2
Hot and Sweet Chilli,20.920669860824756,14,2
Masala,12.290111058341294,8,9
Tangy Tomato,52.97009640237376,37,5
Sour Cream and Onion,26.416319088273546,16,2
Masala,14.82507684727236,7,9
Barbecue,51.273199420575246,32,9
Barbecue,54.13259739757419,30,1
Classic,11.564536971068241,8,3
Classic,11.247621834191243,6,4
Hot and Sweet Chilli,28.660956336116914,11,7
Masala,10.585330207120844,6,10
Hot and Sweet Chilli,21.5482861259772,12,4
Sour Cream and Onion,27.365352283347924,16,2
Masala,11.013163170676716,7,7
Hot and Sweet Chilli,26.252047695304423,16,6
Hot and Sweet Chilli,26.801118854469728,13,3
Classic,13.137432858921397,6,6
Barbecue,51.65852113608526,24,6
Hot and Sweet Chilli,25.41990074889766,13,5
Hot and Sweet Chilli,29.575810150838173,14,4
Sour Cream and Onion,27.257259103641033,17,10
Hot and Sweet Chilli,21.88540605749251,17,1
Masala,14.885034772194718,6,10
Hot and Sweet Chilli,24.98040393056869,13,6
Masala,12.167913963163072,7,2
Masala,14.450285127326262,6,3
Hot and Sweet Chilli,29.14548663848559,15,8
Hot and Sweet Chilli,28.613196258150907,14,10
Barbecue,48.6880663801322,33,6
Hot and Sweet Chilli,24.383849800307615,14,3
Classic,12.947269947423486,6,7
Classic,12.734379829380224,6,4
Masala,11.210110399904385,8,9
Classic,11.020123328692893,7,5
Masala,10.996351682334003,8,3
Tangy Tomato,41.00037153642224,27,2
Masala,10.068727770056727,8,2
Hot and Sweet Chilli,23.559710324883945,17,3
Masala,11.354031640184862,8,2
Tangy Tomato,58.22336570360158,34,4
Classic,12.294702582984101,8,2
Classic,11.076721906912763,6,10
Masala,13.3643583429904,7,9
Sour Cream and Onion,23.72200391825219,12,2
Masala,14.42482154090294,8,9
Barbecue,56.45967610083535,34,6
Masala,11.416523812124654,9,1
Masala,11.00141008933813,6,4
Masala,12.568055232721623,8,1
Hot and Sweet Chilli,27.379173933540255,17,6
Classic,11.457478704618614,6,4
Masala,11.85556469215064,6,3
Sour Cream and Onion,22.0621740508414,14,3
Hot and Sweet Chilli,25.383319432557133,10,9
Classic,14.325966736989056,6,6
Hot and Sweet Chilli,28.95346089153169,10,9
Hot and Sweet Chilli,20.350079148068055,13,5
Classic,12.271727115338276,6,2
Masala,14.368614600911126,7,8
Masala,13.527304151417432,6,5
Barbecue,49.98863539733671,25,2
Barbecue,52.986446491537635,30,4
Hot and Sweet Chilli,27.839873586893553,12,9
Masala,14.123716186735038,6,4
Classic,13.925488570478539,7,4
Hot and Sweet Chilli,20.21913328775009,15,2
Masala,12.951163295754464,7,6
Masala,10.280880386737195,6,2
Sour Cream and Onion,20.283112744026678,16,7
Classic,10.526966090539027,8,3
Masala,13.56480003929403,7,3
Masala,13.27586857262169,6,5
Masala,14.620134352128664,6,3
Classic,10.802313071356132,6,2
Masala,13.932611911954236,9,10
Masala,13.321096924944841,8,9
Sour Cream and Onion,27.205655486444062,15,2
Masala,12.231006104887719,8,2
Classic,11.44593723147975,9,8
Masala,14.622805276884025,8,9
Masala,12.575028298548617,8,7
Masala,11.274411244574411,6,3
Sour Cream and Onion,23.53789158736436,14,9
Barbecue,57.4527160509367,36,3
Sour Cream and Onion,23.077958316807457,15,5
Hot and Sweet Chilli,23.26742542030041,12,9
Classic,11.867600884498437,7,3
Masala,14.705604062668368,7,7
Masala,11.593044813818036,6,1
Barbecue,47.854614865428324,26,4
Masala,14.144356381264792,8,4
Masala,10.969315339684464,7,7
Masala,13.972428168242454,7,8
Masala,14.189541874259017,7,1
Masala,12.309217406375552,7,5
Classic,12.196053006248587,6,7
Hot and Sweet Chilli,22.959428888586565,14,4
Barbecue,48.221872177608795,38,4
Sour Cream and Onion,23.84803617221103,16,4
Hot and Sweet Chilli,21.652844901429575,16,6
Masala,13.59369808926765,7,7
Hot and Sweet Chilli,27.89432194195191,17,2
Classic,10.806814005276918,6,5
Masala,11.726149768349863,7,4
Classic,10.828740884826104,6,3
Hot and Sweet Chilli,28.816624823327125,13,7
Classic,11.771356636086079,9,6
Hot and Sweet Chilli,25.821438075777984,13,7
Masala,12.596122853901026,8,5
Barbecue,46.220049894653606,31,6
Sour Cream and Onion,20.577321592251174,16,5
Masala,11.338003994308538,6,7
Barbecue,44.391078464596035,35,2
Hot and Sweet Chilli,25.719122038506008,13,5
Barbecue,51.13756886344191,40,6
Sour Cream and Onion,27.53865073836925,12,6
Hot and Sweet Chilli,25.40905003838081,13,5
Masala,12.059323702087479,6,10
Masala,10.858469538527247,7,7
Classic,11.637760825900662,6,10
Classic,14.352634831346922,6,8
Masala,10.110707377363147,7,7
Masala,10.576973210894586,6,5
Sour Cream and Onion,24.95703750231891,15,1
Tangy Tomato,46.74413151131504,32,5
Classic,13.460368235121845,8,10
Masala,10.571428849989898,8,2
Masala,14.478373888093893,7,5
Masala,13.864933606527934,8,5
Barbecue,48.38543322332044,25,2
Masala,13.056683011083233,7,5
Classic,10.345229531572999,6,4
Masala,12.040595284129616,6,1
Classic,13.142132283072936,8,3
Classic,13.57320637454362,8,1
Sour Cream and Onion,20.099787766584495,14,5
Masala,13.486377095269285,10,4
Masala,14.180588516036245,6,7
Masala,14.37085341078513,6,5
Barbecue,49.7018931995908,26,10
Barbecue,45.71017560237023,30,4
Classic,12.256470565146275,8,2
Classic,14.102993788382932,6,4
Classic,14.412799383861737,7,2
Masala,10.066838416296978,7,8
Barbecue,47.756521798338625,32,3
Hot and Sweet Chilli,20.155083306265922,12,9
Hot and Sweet Chilli,20.669736120252715,17,4
Classic,12.396300449572689,8,6
Masala,12.708804821337816,9,10
Masala,14.239639418816743,8,5
Sour Cream and Onion,26.483180074520956,15,10
Masala,12.252392857352977,6,1
Classic,14.019072725967234,8,9
Masala,11.157742179825243,6,1
Hot and Sweet Chilli,25.59059284946602,16,8
Masala,12.231934451315974,7,9
Hot and Sweet Chilli,23.50520534286162,14,9
Sour Cream and Onion,27.066342634675962,15,1
Masala,12.321192598696125,8,2
Classic,10.226596394804472,7,1
Hot and Sweet Chilli,27.08765655229154,14,10
Classic,11.896132685902245,6,2
Barbecue,53.23368576799713,24,10
Sour Cream and Onion,23.73241156379234,15,8
Masala,10.476858011365293,8,5
Masala,12.742095814967813,6,7
Masala,12.905075466875548,6,2
Classic,12.91856793865682,6,8
Masala,12.60536595254194,7,6
Hot and Sweet Chilli,28.03002071957837,12,8
Classic,13.792509404581953,8,1
Hot and Sweet Chilli,26.711574733796887,14,1
Sour Cream and Onion,27.42253187199087,15,7
Masala,10.974875999501446,8,8
Masala,11.953775761648185,6,3
Sour Cream and Onion,29.08228488700323,13,5
Hot and Sweet Chilli,24.331631113151666,12,1
Classic,14.44563961970005,6,7
Hot and Sweet Chilli,25.416464182167598,16,5
Masala,10.782383580018003,7,8
Sour Cream and Onion,24.14971215400078,14,8
Sour Cream and Onion,22.709426983163652,14,9
Classic,10.926863895412557,6,7
Masala,11.07456318518198,7,1
Classic,14.34319819911713,7,3
Hot and Sweet Chilli,25.070596467387183,12,8
Masala,12.923340450829123,6,3
Barbecue,47.65597528872776,34,8
Masala,12.253881419431819,7,1
Tangy Tomato,55.92482901082737,38,5
Hot and Sweet Chilli,26.92358922461058,12,4
