flavor,weight_g,chip_count
Classic,12.803391474694749,8.0
Hot and Sweet Chilli,26.886316293078757,15.0
Barbecue,40.19957553316899,26.0
Hot and Sweet Chilli,25.356565993475787,16.0
Sour Cream and Onion,28.213883629006943,18.0
Hot and Sweet Chilli,24.8509465997954,14.0
Hot and Sweet Chilli,27.9155820259137,17.0
Hot and Sweet Chilli,21.834421964034345,14.0
Hot and Sweet Chilli,28.825598767723474,17.0
Sour Cream and Onion,20.756997273097873,12.0
Classic,14.017688297313017,9.0
Masala,11.01736371248798,6.0
Barbecue,57.54700906265677,35.0
Hot and Sweet Chilli,25.417609642675632,17.0
Classic,10.332823639571114,6.0
Barbecue,41.48210845149734,25.0
Classic,14.019072725967234,8.0
Masala,14.985911769514752,9.0
Barbecue,46.42324305271907,27.0
Classic,11.75260267143081,7.0
Hot and Sweet Chilli,20.68713677723961,12.0
Masala,12.321192598696125,8.0
Sour Cream and Onion,26.56729484721608,17.0
Classic,10.041818409384286,6.0
Classic,13.308421441999283,8.0
Barbecue,40.10626951336692,26.0
Sour Cream and Onion,27.728095732903373,17.0
Masala,10.33231662888136,6.0
Hot and Sweet Chilli,25.83713587731364,17.0
Masala,13.758734961979203,9.0
Sour Cream and Onion,25.180080664046248,14.0
Masala,13.355787366898443,8.0
Classic,13.711265935995435,7.0
Sour Cream and Onion,21.949751999002892,14.0
Barbecue,54.99955596904142,37.0
Hot and Sweet Chilli,27.587153211639208,17.0
Sour Cream and Onion,26.541327370278736,17.0
Masala,12.894033772559702,8.0
Sour Cream and Onion,21.564767160036006,13.0
Masala,13.581985559790494,8.0
Hot and Sweet Chilli,22.02254180524535,13.0
Sour Cream and Onion,22.415006279928335,13.0
Masala,12.124254214340436,8.0
Masala,12.535298233693592,7.0
Sour Cream and Onion,20.76971669380874,13.0
Sour Cream and Onion,23.82798764436388,15.0
Classic,13.29755384320385,8.0
Classic,11.359730197092244,7.0
Classic,11.320309923468594,7.0
Masala,13.181871407666872,7.0
Hot and Sweet Chilli,22.695118622922728,13.0
Masala,13.47320479446864,7.0
Barbecue,51.90606531854978,30.0
Classic,13.309844723969343,8.0
Hot and Sweet Chilli,27.78025243144653,18.0
Hot and Sweet Chilli,21.877224056922522,12.0
Barbecue,53.978976569747715,32.0
Masala,12.161731132016737,6.0
Classic,11.297882246375245,6.0
Classic,14.395928863006239,8.0
Classic,12.78668584786504,7.0
Masala,13.33423695652829,8.0
Barbecue,57.95838373915332,38.0
Barbecue,46.50581236723495,31.0
Classic,14.980788367493894,9.0
Classic,14.224356738776144,8.0
Barbecue,51.534047977155126,29.0
Sour Cream and Onion,20.949179368216697,14.0
Masala,11.633196247129554,7.0
Classic,14.033325265134081,9.0
Classic,14.988141487010783,8.0
Hot and Sweet Chilli,20.403508268596998,12.0
Sour Cream and Onion,21.30080669828947,12.0
Barbecue,47.20853654282972,31.0
Barbecue,51.32361382450142,30.0
Hot and Sweet Chilli,26.543420054927196,15.0
Masala,10.071907230360425,6.0
Tangy Tomato,52.47486169728018,34.0
Sour Cream and Onion,20.389380166876656,13.0
Masala,13.097631000181517,8.0
Barbecue,52.492280962290636,35.0
Barbecue,51.738730131178144,32.0
Classic,14.95339578532883,9.0
Classic,12.211469027255676,7.0
Hot and Sweet Chilli,23.892304716917884,14.0
Masala,12.984259384438797,8.0
Hot and Sweet Chilli,29.291395200154625,17.0
Sour Cream and Onion,25.27677466221695,14.0
Masala,14.978155547494417,10.0
Hot and Sweet Chilli,26.495089297074472,17.0
Hot and Sweet Chilli,27.151001612837,17.0
Classic,10.266739984944488,6.0
Barbecue,53.49572604334821,34.0
Hot and Sweet Chilli,23.731226184223836,16.0
Hot and Sweet Chilli,21.67357032236781,13.0
Sour Cream and Onion,26.908839765508226,17.0
Hot and Sweet Chilli,26.486389567688157,15.0
Masala,10.78103284343311,6.0
Hot and Sweet Chilli,25.993021161394378,15.0
Masala,13.525695727852817,8.0
Masala,13.338802958015766,8.0
Hot and Sweet Chilli,21.697284285769232,12.0
Hot and Sweet Chilli,27.79102586395787,17.0
Barbecue,53.992791392442435,35.0
Hot and Sweet Chilli,28.028109348245003,19.0
Classic,12.679675394260592,7.0
Classic,12.00943599945365,6.0
Masala,12.863036164410111,7.0
Classic,14.606537561064878,9.0
Masala,12.96420090254055,7.0
Tangy Tomato,41.03978703955415,23.0
Masala,12.116675720765988,6.0
Hot and Sweet Chilli,26.068469555401393,17.0
Masala,14.41457408259361,9.0
Tangy Tomato,44.22463662945862,29.0
Classic,14.43046717656604,8.0
Classic,13.687130428853386,8.0
Masala,14.01320156176465,9.0
Sour Cream and Onion,20.30026005329393,13.0
Masala,13.11315266799329,8.0
Barbecue,49.30019035052855,32.0
Masala,10.311970342991387,6.0
Masala,10.33508268875605,7.0
Masala,14.084869536359184,9.0
Hot and Sweet Chilli,29.37965231433894,16.0
Classic,11.927987962566666,6.0
Masala,11.053965507750142,6.0
Sour Cream and Onion,24.691072110475787,14.0
Hot and Sweet Chilli,21.00978106817761,12.0
Classic,10.736377817760454,7.0
Hot and Sweet Chilli,27.592925069184737,18.0
Hot and Sweet Chilli,24.397404865079086,14.0
Classic,13.991465986045934,8.0
Masala,11.49691686852674,6.0
Masala,10.648394891121177,6.0
Barbecue,47.106394969477755,30.0
Barbecue,41.25129684438903,24.0
Hot and Sweet Chilli,28.090236402916766,16.0
Masala,11.713225732612608,7.0
Classic,10.774626555717214,6.0
Hot and Sweet Chilli,24.84537995080011,14.0
Masala,12.81704182241927,8.0
Masala,10.685742440763716,6.0
Sour Cream and Onion,25.055087603898638,14.0
Classic,13.119992427644913,7.0
Masala,12.439171592720061,7.0
Masala,12.297920286068116,7.0
Masala,14.111906055926772,8.0
Classic,12.09303637459165,7.0
Masala,13.625030381495593,8.0
Masala,13.336061685970906,8.0
Sour Cream and Onion,28.622029736581887,17.0
Masala,12.690113526819514,8.0
Classic,14.947255654825282,10.0
Masala,11.857336313121884,6.0
Masala,12.446962687032944,8.0
Masala,12.462845353766488,7.0
Sour Cream and Onion,28.382304210818006,17.0
Barbecue,57.19589349623291,34.0
Sour Cream and Onion,23.282331056783395,14.0
Hot and Sweet Chilli,27.624469586748685,15.0
Classic,10.982096079360087,7.0
Masala,10.877458136906787,6.0
Masala,12.896572333309688,8.0
Barbecue,52.89490497153637,31.0
Masala,12.76331133888374,7.0
Masala,13.308336298145946,7.0
Masala,12.85438708419738,7.0
Masala,11.393215315575182,6.0
Masala,10.914188899344085,7.0
Classic,11.428537838304452,7.0
Hot and Sweet Chilli,29.69926525345191,18.0
Barbecue,42.86002245331453,26.0
Sour Cream and Onion,27.97732263348214,16.0
Hot and Sweet Chilli,20.870172183027886,13.0
Masala,14.225604257480175,9.0
Hot and Sweet Chilli,21.75123140130353,14.0
Classic,11.102521317178235,6.0
Masala,14.370358866525926,8.0
Classic,11.316236732590056,6.0
Hot and Sweet Chilli,28.706690341255175,18.0
Classic,13.13664467545339,8.0
Hot and Sweet Chilli,21.520485674244917,13.0
Masala,11.756096936743905,6.0
Barbecue,49.72260970429848,33.0
Sour Cream and Onion,20.400591190506944,12.0
Masala,11.037704681028517,6.0
Barbecue,58.16869103758751,36.0
Hot and Sweet Chilli,24.662994129398186,16.0
Barbecue,43.089844080098516,26.0
Sour Cream and Onion,24.299852141210597,15.0
Hot and Sweet Chilli,29.995577032504386,19.0
Masala,11.989328515087136,7.0
Masala,10.853541816562402,6.0
Classic,11.022241862321366,6.0
Classic,12.552903787297799,8.0
Masala,14.55302858607211,9.0
Masala,12.506378223128646,7.0
Sour Cream and Onion,20.349115526562237,12.0
Tangy Tomato,48.76357226496689,32.0
Classic,10.803397923559226,6.0
Masala,12.245193839650629,7.0
Masala,10.248071866694188,6.0
Masala,10.557964999786238,6.0
Barbecue,45.62099500333778,26.0
Masala,11.898757614596587,7.0
Classic,11.960467884522863,7.0
Masala,10.627431483995753,6.0
Classic,11.184666624533243,7.0
Classic,12.828907774204982,8.0
Sour Cream and Onion,23.873225179753142,13.0
Masala,10.095777427756264,6.0
Masala,12.62367818830716,8.0
Masala,11.172128000057572,6.0
Barbecue,40.60207744422638,27.0
Barbecue,53.357358134016266,36.0
Classic,11.327482037145362,7.0
Classic,13.392499841463188,8.0
Classic,14.240546175078151,9.0
Masala,14.424275588480022,9.0
Barbecue,45.54929359449908,27.0
Hot and Sweet Chilli,29.63360320446038,16.0
Hot and Sweet Chilli,27.160499732421446,17.0
Classic,13.113447704748987,8.0
Masala,11.559397178818626,6.0
Masala,10.394697014732778,6.0
Sour Cream and Onion,22.61048526234848,13.0
Masala,14.172858951278139,9.0
Classic,10.928665360025928,6.0
Masala,14.643152810576971,8.0
Hot and Sweet Chilli,20.923605281113787,12.0
Masala,12.976064170634373,7.0
Hot and Sweet Chilli,29.680763814507337,18.0
Sour Cream and Onion,25.015179603501664,14.0
Masala,12.354801262173668,7.0
Classic,13.755885684770213,9.0
Hot and Sweet Chilli,25.778911126940883,17.0
Classic,14.087039236530547,9.0
Barbecue,41.11211043360921,23.0
Sour Cream and Onion,22.12447277195473,14.0
Masala,12.055987444412729,7.0
Masala,14.422934441148069,9.0
Masala,14.54587632026793,8.0
Classic,13.45527906369631,7.0
Masala,10.95304916537225,6.0
Hot and Sweet Chilli,23.42107620863594,14.0
Classic,14.154745855275342,8.0
Hot and Sweet Chilli,27.349258473948943,17.0
Sour Cream and Onion,22.879453426759923,14.0
Masala,11.499710348885113,7.0
Masala,12.169219614276221,7.0
Sour Cream and Onion,21.165830745556967,13.0
Hot and Sweet Chilli,29.024130332861034,17.0
Classic,13.665000536113116,8.0
Hot and Sweet Chilli,29.31554914309481,19.0
Masala,12.833026294527315,8.0
Sour Cream and Onion,28.98386466584035,17.0
Sour Cream and Onion,23.267947058577775,13.0
Classic,14.132755370957321,9.0
Masala,10.522272590500757,6.0
Classic,12.319908490834436,7.0
Hot and Sweet Chilli,29.805682270607235,17.0
Masala,10.336170900452807,6.0
Barbecue,54.77733354266066,30.0
Masala,13.293588193635111,8.0
Tangy Tomato,42.065300177500966,24.0
Hot and Sweet Chilli,25.679742973160806,15.0
